PWSID,PWS_NAME,CITY_SERVED,STATE,STATE_NAME,PWS_TYPE_CODE,PWS_TYPE_SHORT,SOURCE_WATER,PWS_SIZE,POPULATION_SERVED_COUNT,FISCAL_YEAR,VIOLATION_NAME,VIOLATION_ID,RULE_NAME,BEGIN_YEAR,END_YEAR,RTC_YEAR,ACUTE_HEALTH_BASED,HEALTH_BASED,MONITORING_REPORTING,PUBLIC_NOTIF_OTHER
MN1680006,Warroad,Warroad,MN,Minnesota,CWS,Community,GW,Small,1767,2014,"Monitoring, Routine Minor (TCR)",47681,TCR,2014,2014,2015,N,N,Y,N
MN1530004,Dundee,Dundee,MN,Minnesota,CWS,Community,GW,Very Small,68,2012,Lead Consumer Notice,42041,LCR,2012,2012,2012,N,N,Y,N
MN1530004,Dundee,Dundee,MN,Minnesota,CWS,Community,GW,Very Small,68,2011,Monitoring and Reporting (DBP),40807,St1 DBP,2011,2011,2011,N,N,Y,N
MN1740006,Lazy U Community,,MN,Minnesota,CWS,Community,GW,Very Small,426,2015,Monitoring and Reporting (DBP),47750,St1 DBP,2014,2014,2015,N,N,Y,N
MN1740006,Lazy U Community,,MN,Minnesota,CWS,Community,GW,Very Small,426,2015,"Monitoring, Routine Major (TCR)",47686,TCR,2014,2014,2015,N,N,Y,N
MN1530006,Leota,Leota,MN,Minnesota,CWS,Community,GW,Very Small,209,2012,"MCL, Average",42134,Nitrates,2012,2012,2012,Y,Y,N,N
MN1530008,Round Lake,Round Lake,MN,Minnesota,CWS,Community,GW,Very Small,376,2014,"Monitoring, Regular",47867,Nitrates,2014,2015,,N,N,Y,N
MN1710009,Clear Lake,Clear Lake,MN,Minnesota,CWS,Community,GW,Small,525,2014,Monitoring and Reporting (DBP),46541,St1 DBP,2014,2014,2014,N,N,Y,N
MN1710009,Clear Lake,Clear Lake,MN,Minnesota,CWS,Community,GW,Small,525,2014,"Monitoring, Routine Major (TCR)",46510,TCR,2014,2014,2014,N,N,Y,N
MN1690029,Iron Junction,Iron,MN,Minnesota,CWS,Community,GW,Very Small,87,2012,Lead Consumer Notice,42057,LCR,2012,2012,2012,N,N,Y,N
MN1600001,Climax,Climax,MN,Minnesota,CWS,Community,GW,Very Small,269,2014,"MCL, Average",38895,Arsenic,2010,2014,2015,N,Y,N,N
MN1870008,Wood Lake,Wood Lake,MN,Minnesota,CWS,Community,GW,Very Small,439,2014,Monitoring and Reporting (DBP),47753,St1 DBP,2014,2014,2015,N,N,Y,N
MN1870008,Wood Lake,Wood Lake,MN,Minnesota,CWS,Community,GW,Very Small,439,2014,"Monitoring, Routine Major (TCR)",47693,TCR,2014,2014,2015,N,N,Y,N
MN1730053,Riverview North Apartments,,MN,Minnesota,CWS,Community,GW,Very Small,48,2015,"Monitoring, Regular",47873,Nitrates,2014,2015,,N,N,Y,N
MN1420008,Russell,Russell,MN,Minnesota,CWS,Community,GW,Very Small,338,2014,Monitoring and Reporting (DBP),46985,St1 DBP,2014,2014,2014,N,N,Y,N
MN1420008,Russell,Russell,MN,Minnesota,CWS,Community,GW,Very Small,338,2014,"Monitoring, Routine Major (TCR)",46944,TCR,2014,2014,2014,N,N,Y,N
MN1870008,Wood Lake,Wood Lake,MN,Minnesota,CWS,Community,GW,Very Small,439,2015,Monitoring and Reporting (DBP),47753,St1 DBP,2014,2014,2015,N,N,Y,N
MN1870008,Wood Lake,Wood Lake,MN,Minnesota,CWS,Community,GW,Very Small,439,2015,"Monitoring, Routine Major (TCR)",47693,TCR,2014,2014,2015,N,N,Y,N
MN1640013,Wabasso,Wabasso,MN,Minnesota,CWS,Community,GW,Small,693,2014,Monitoring and Reporting (DBP),47679,St2 DBP,2014,2015,2015,N,N,Y,N
MN1640013,Wabasso,Wabasso,MN,Minnesota,CWS,Community,GW,Small,693,2014,Monitoring and Reporting (DBP),47680,St2 DBP,2014,2015,2015,N,N,Y,N
MN1510007,Iona,Iona,MN,Minnesota,CWS,Community,GW,Very Small,137,2012,Follow-up Or Routine LCR Tap M/R,42040,LCR,2012,,2012,N,N,Y,N
MN1600001,Climax,Climax,MN,Minnesota,CWS,Community,GW,Very Small,269,2013,"MCL, Average",38895,Arsenic,2010,2014,2015,N,Y,N,N
MN1600001,Climax,Climax,MN,Minnesota,CWS,Community,GW,Very Small,269,2012,Follow-up Or Routine LCR Tap M/R,42049,LCR,2012,,2012,N,N,Y,N
MN1600001,Climax,Climax,MN,Minnesota,CWS,Community,GW,Very Small,269,2012,"Monitoring, Routine Major (TCR)",42048,TCR,2011,2011,2012,N,N,Y,N
MN1600001,Climax,Climax,MN,Minnesota,CWS,Community,GW,Very Small,269,2012,"MCL, Average",38895,Arsenic,2010,2014,2015,N,Y,N,N
MN1600001,Climax,Climax,MN,Minnesota,CWS,Community,GW,Very Small,269,2011,"Monitoring, Routine Major (TCR)",42048,TCR,2011,2011,2012,N,N,Y,N
MN1600001,Climax,Climax,MN,Minnesota,CWS,Community,GW,Very Small,269,2011,"MCL, Average",38895,Arsenic,2010,2014,2015,N,Y,N,N
MN1580005,Hinckley,Hinckley,MN,Minnesota,CWS,Community,GW,Small,1805,2014,"MCL, Average",42232,Rads,2012,2014,2015,N,Y,N,N
MN1580005,Hinckley,Hinckley,MN,Minnesota,CWS,Community,GW,Small,1805,2014,"MCL, Average",37443,Rads,2009,2014,,N,Y,N,N
MN1580005,Hinckley,Hinckley,MN,Minnesota,CWS,Community,GW,Small,1805,2013,"MCL, Average",42232,Rads,2012,2014,2015,N,Y,N,N
MN1580005,Hinckley,Hinckley,MN,Minnesota,CWS,Community,GW,Small,1805,2013,"MCL, Average",37443,Rads,2009,2014,,N,Y,N,N
MN1580005,Hinckley,Hinckley,MN,Minnesota,CWS,Community,GW,Small,1805,2012,"MCL, Average",42232,Rads,2012,2014,2015,N,Y,N,N
MN1580005,Hinckley,Hinckley,MN,Minnesota,CWS,Community,GW,Small,1805,2012,"MCL, Average",37443,Rads,2009,2014,,N,Y,N,N
MN1580005,Hinckley,Hinckley,MN,Minnesota,CWS,Community,GW,Small,1805,2011,"MCL, Average",37443,Rads,2009,2014,,N,Y,N,N
MN1410005,Verdi,Verdi,MN,Minnesota,CWS,Community,GW,Very Small,44,2015,Lead Consumer Notice,47934,LCR,2015,2015,2015,N,N,Y,N
MN1730061,Oak Grove Living,,MN,Minnesota,CWS,Community,GW,Very Small,25,2015,"Monitoring, Routine Major (TCR)",48196,TCR,2015,2015,2015,N,N,Y,N
MN1510005,Fulda,Fulda,MN,Minnesota,CWS,Community,GW,Small,1301,2012,Monitoring and Reporting (DBP),42107,St1 DBP,2012,2012,2012,N,N,Y,N
MN1510005,Fulda,Fulda,MN,Minnesota,CWS,Community,GW,Small,1301,2012,"Monitoring, Routine Major (TCR)",42039,TCR,2012,2012,2012,N,N,Y,N
MN1510006,Hadley,Hadley,MN,Minnesota,CWS,Community,GW,Very Small,61,2011,"MCL, Monthly (TCR)",41665,TCR,2011,2011,2011,N,Y,N,N
MN1550005,Chosen Valley Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,73,2015,Monitoring and Reporting (DBP),47745,St1 DBP,2014,2014,2015,N,N,Y,N
MN1550005,Chosen Valley Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,73,2015,"Monitoring, Routine Major (TCR)",47677,TCR,2014,2014,2015,N,N,Y,N
MN1270073,Dayton,Dayton,MN,Minnesota,CWS,Community,GW,Very Small,305,2015,Monitoring and Reporting (DBP),47758,St1 DBP,2014,2014,2015,N,N,Y,N
MN1270073,Dayton,Dayton,MN,Minnesota,CWS,Community,GW,Very Small,305,2015,"Monitoring, Routine Major (TCR)",47728,TCR,2014,2014,2015,N,N,Y,N
MN1760001,Appleton,Appleton,MN,Minnesota,CWS,Community,GW,Small,1412,2014,Monitoring and Reporting (DBP),45887,St1 DBP,2013,2013,2014,N,N,Y,N
MN1760001,Appleton,Appleton,MN,Minnesota,CWS,Community,GW,Small,1412,2014,"Monitoring, Routine Major (TCR)",45845,TCR,2013,2013,2014,N,N,Y,N
MN1760001,Appleton,Appleton,MN,Minnesota,CWS,Community,GW,Small,1412,2013,Monitoring and Reporting (DBP),45887,St1 DBP,2013,2013,2014,N,N,Y,N
MN1760001,Appleton,Appleton,MN,Minnesota,CWS,Community,GW,Small,1412,2013,"Monitoring, Routine Major (TCR)",45845,TCR,2013,2013,2014,N,N,Y,N
MN1760001,Appleton,Appleton,MN,Minnesota,CWS,Community,GW,Small,1412,2012,"Monitoring, Routine Major (TCR)",42203,TCR,2012,2012,2012,N,N,Y,N
MN1760001,Appleton,Appleton,MN,Minnesota,CWS,Community,GW,Small,1412,2011,Monitoring and Reporting (DBP),40517,St1 DBP,2011,2011,2011,N,N,Y,N
MN1760001,Appleton,Appleton,MN,Minnesota,CWS,Community,GW,Small,1412,2011,"Monitoring, Routine Major (TCR)",40473,TCR,2011,2011,2011,N,N,Y,N
MN1760004,DeGraff,DeGraff,MN,Minnesota,CWS,Community,GW,Very Small,121,2012,Lead Consumer Notice,42063,LCR,2012,2012,2012,N,N,Y,N
MN1730017,New Munich,New Munich,MN,Minnesota,CWS,Community,GW,Very Small,364,2014,Monitoring and Reporting (DBP),47749,St1 DBP,2014,2014,2015,N,N,Y,N
MN1730017,New Munich,New Munich,MN,Minnesota,CWS,Community,GW,Very Small,364,2014,"Monitoring, Routine Major (TCR)",47685,TCR,2014,2014,2015,N,N,Y,N
MN1730017,New Munich,New Munich,MN,Minnesota,CWS,Community,GW,Very Small,364,2013,Monitoring and Reporting (DBP),45320,St1 DBP,2013,2013,2013,N,N,Y,N
MN1730017,New Munich,New Munich,MN,Minnesota,CWS,Community,GW,Very Small,364,2013,"Monitoring, Routine Major (TCR)",45282,TCR,2013,2013,2013,N,N,Y,N
MN1620036,Charley Lake Townhomes Association,,MN,Minnesota,CWS,Community,GW,Very Small,25,2012,Monitoring and Reporting (DBP),42109,St1 DBP,2011,2011,2012,N,N,Y,N
MN1620036,Charley Lake Townhomes Association,,MN,Minnesota,CWS,Community,GW,Very Small,25,2011,Monitoring and Reporting (DBP),41658,St1 DBP,2011,2011,2011,N,N,Y,N
MN1620036,Charley Lake Townhomes Association,,MN,Minnesota,CWS,Community,GW,Very Small,25,2011,"Monitoring, Routine Major (TCR)",41636,TCR,2011,2011,2011,N,N,Y,N
MN1620036,Charley Lake Townhomes Association,,MN,Minnesota,CWS,Community,GW,Very Small,25,2011,Monitoring and Reporting (DBP),42109,St1 DBP,2011,2011,2012,N,N,Y,N
MN1530010,Wilmont,Wilmont,MN,Minnesota,CWS,Community,GW,Very Small,339,2014,Monitoring and Reporting (DBP),46538,St1 DBP,2014,2014,2014,N,N,Y,N
MN1530010,Wilmont,Wilmont,MN,Minnesota,CWS,Community,GW,Very Small,339,2014,Monitoring and Reporting (DBP),46293,St1 DBP,2014,2014,2014,N,N,Y,N
MN1750004,Hancock,Hancock,MN,Minnesota,CWS,Community,GW,Small,707,2011,Monitoring and Reporting (DBP),40516,St1 DBP,2010,2010,2011,N,N,Y,N
MN1500003,Austin Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,59,2013,"Monitoring, Routine Major (TCR)",44469,TCR,2013,2013,2013,N,N,Y,N
MN1500003,Austin Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,59,2013,Follow-up Or Routine LCR Tap M/R,43468,LCR,2013,,2013,N,N,Y,N
MN1680008,Lakewood Park and Sales,,MN,Minnesota,CWS,Community,GW,Very Small,450,2015,"Monitoring, Routine Major (TCR)",47872,TCR,2015,2015,2015,N,N,Y,N
MN1680008,Lakewood Park and Sales,,MN,Minnesota,CWS,Community,GW,Very Small,450,2015,"Monitoring, Regular",47871,Nitrates,2014,2015,2015,N,N,Y,N
MN1680008,Lakewood Park and Sales,,MN,Minnesota,CWS,Community,GW,Very Small,450,2015,"Monitoring, Routine Major (TCR)",46949,TCR,2014,2014,2015,N,N,Y,N
MN1680008,Lakewood Park and Sales,,MN,Minnesota,CWS,Community,GW,Very Small,450,2015,"Monitoring, Routine Major (TCR)",47682,TCR,2014,2014,2015,N,N,Y,N
MN1680008,Lakewood Park and Sales,,MN,Minnesota,CWS,Community,GW,Very Small,450,2015,Follow-up Or Routine LCR Tap M/R,42054,LCR,2012,,2015,N,N,Y,N
MN1610007,Lowry,Lowry,MN,Minnesota,CWS,Community,GW,Very Small,257,2015,"MCL, Average",38059,Arsenic,2009,2014,,N,Y,N,N
MN1870006,Porter,Porter,MN,Minnesota,CWS,Community,GW,Very Small,183,2015,Lead Consumer Notice,47950,LCR,2015,2025,,N,N,Y,N
MN1630001,Oklee,Oklee,MN,Minnesota,CWS,Community,GW,Very Small,444,2013,CCR Complete Failure to Report,43456,CCR,2012,,2013,N,N,N,Y
MN1630001,Oklee,Oklee,MN,Minnesota,CWS,Community,GW,Very Small,444,2012,CCR Complete Failure to Report,43456,CCR,2012,,2013,N,N,N,Y
MN1570006,Country Estates Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,90,2014,"MCL, Monthly (TCR)",46303,TCR,2014,2014,2014,N,Y,N,N
MN1570006,Country Estates Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,90,2012,Monitoring and Reporting (DBP),42504,St1 DBP,2012,2012,2012,N,N,Y,N
MN1690033,McKinley,McKinley,MN,Minnesota,CWS,Community,SW,Very Small,110,2012,Monthly Turbidity Exceed (Enhanced SWTR),43457,LT1 ESWTR,2012,2012,2012,Y,Y,N,N
MN1580017,Brook Park,Brook Park,MN,Minnesota,CWS,Community,GW,Very Small,139,2014,Monitoring and Reporting (DBP),46545,St1 DBP,2014,2014,2014,N,N,Y,N
MN1580017,Brook Park,Brook Park,MN,Minnesota,CWS,Community,GW,Very Small,139,2014,"Monitoring, Routine Major (TCR)",46531,TCR,2014,2014,2014,N,N,Y,N
MN1580017,Brook Park,Brook Park,MN,Minnesota,CWS,Community,GW,Very Small,139,2013,Monitoring and Reporting (DBP),44542,St1 DBP,2013,2013,2013,N,N,Y,N
MN1580017,Brook Park,Brook Park,MN,Minnesota,CWS,Community,GW,Very Small,139,2013,"Monitoring, Routine Major (TCR)",44501,TCR,2013,2013,2013,N,N,Y,N
MN1580017,Brook Park,Brook Park,MN,Minnesota,CWS,Community,GW,Very Small,139,2012,"Monitoring, Routine Major (TCR)",42211,TCR,2012,2012,2012,N,N,Y,N
MN1580017,Brook Park,Brook Park,MN,Minnesota,CWS,Community,GW,Very Small,139,2011,"MCL, Average",33350,Rads,2007,2011,2011,N,Y,N,N
MN1580017,Brook Park,Brook Park,MN,Minnesota,CWS,Community,GW,Very Small,139,2011,"MCL, Average",33349,Rads,2007,2011,2011,N,Y,N,N
MN1500017,Brownsdale,Brownsdale,MN,Minnesota,CWS,Community,GW,Small,682,2014,"MCL, Monthly (TCR)",46990,TCR,2014,2014,2014,N,Y,N,N
MN1500017,Brownsdale,Brownsdale,MN,Minnesota,CWS,Community,GW,Small,682,2014,Monitoring and Reporting (DBP),46537,St1 DBP,2014,2014,2014,N,N,Y,N
MN1500017,Brownsdale,Brownsdale,MN,Minnesota,CWS,Community,GW,Small,682,2014,"Monitoring, Routine Major (TCR)",46507,TCR,2014,2014,2014,N,N,Y,N
MN1840003,Campbell,Campbell,MN,Minnesota,CWS,Community,GW,Very Small,159,2013,"MCL, Monthly (TCR)",45329,TCR,2013,2013,2013,N,Y,N,N
MN1840004,Kent,Kent,MN,Minnesota,CWS,Community,GW,Very Small,90,2014,"MCL, Monthly (TCR)",47766,TCR,2014,2014,2015,N,Y,N,N
MN1840004,Kent,Kent,MN,Minnesota,CWS,Community,GW,Very Small,90,2013,"Monitoring, Routine Major (TCR)",44733,TCR,2013,2013,2013,N,N,Y,N
MN1850005,Green Terrace Mobile Estates,,MN,Minnesota,CWS,Community,GW,Very Small,86,2013,"Monitoring, Routine Major (TCR)",44479,TCR,2013,2013,2013,N,N,Y,N
MN1490001,Buckman,Buckman,MN,Minnesota,CWS,Community,GW,Very Small,270,2012,CCR Complete Failure to Report,42009,CCR,2011,,2012,N,N,N,Y
MN1490001,Buckman,Buckman,MN,Minnesota,CWS,Community,GW,Very Small,270,2011,CCR Complete Failure to Report,42009,CCR,2011,,2012,N,N,N,Y
MN1490003,Motley,Motley,MN,Minnesota,CWS,Community,GW,Small,671,2014,"MCL, Average",46570,St2 DBP,2014,2014,2015,N,Y,N,N
MN1410007,Lincoln-Pipestone Rural Water System,Lake Benton,MN,Minnesota,CWS,Community,GW,Large,12271,2015,Monitoring and Reporting (DBP),48939,St1 DBP,2015,2015,,N,N,Y,N
MN1270015,Maple Hill Estates,,MN,Minnesota,CWS,Community,GW,Very Small,490,2015,"Monitoring, Routine Major (TCR)",47669,TCR,2014,2014,2015,N,N,Y,N
MN1270015,Maple Hill Estates,,MN,Minnesota,CWS,Community,GW,Very Small,490,2015,Monitoring and Reporting (DBP),47740,St1 DBP,2014,2014,2015,N,N,Y,N
MN1860023,Forest Leasing Corporation,,MN,Minnesota,CWS,Community,GW,Very Small,25,2014,"Monitoring, Routine Major (TCR)",46272,TCR,2014,2014,2014,N,N,Y,N
MN1860023,Forest Leasing Corporation,,MN,Minnesota,CWS,Community,GW,Very Small,25,2012,Follow-up Or Routine LCR Tap M/R,42071,LCR,2012,,2012,N,N,Y,N
MN1860023,Forest Leasing Corporation,,MN,Minnesota,CWS,Community,GW,Very Small,25,2012,"Monitoring, Routine Major (TCR)",42070,TCR,2012,2012,2012,N,N,Y,N
MN1240006,Conger,Conger,MN,Minnesota,CWS,Community,GW,Very Small,146,2015,Lead Consumer Notice,47932,LCR,2015,2015,2015,N,N,Y,N
MN1600005,Erskine,Erskine,MN,Minnesota,CWS,Community,GW,Small,503,2014,Monitoring and Reporting (DBP),45885,St1 DBP,2013,2013,2014,N,N,Y,N
MN1600005,Erskine,Erskine,MN,Minnesota,CWS,Community,GW,Small,503,2014,"Monitoring, Routine Major (TCR)",45841,TCR,2013,2013,2014,N,N,Y,N
MN1600005,Erskine,Erskine,MN,Minnesota,CWS,Community,GW,Small,503,2013,Monitoring and Reporting (DBP),45885,St1 DBP,2013,2013,2014,N,N,Y,N
MN1600005,Erskine,Erskine,MN,Minnesota,CWS,Community,GW,Small,503,2013,"Monitoring, Routine Major (TCR)",45841,TCR,2013,2013,2014,N,N,Y,N
MN1590008,Trosky,Trosky,MN,Minnesota,CWS,Community,GW,Very Small,86,2014,Monitoring and Reporting (DBP),45884,St1 DBP,2013,2013,2014,N,N,Y,N
MN1590008,Trosky,Trosky,MN,Minnesota,CWS,Community,GW,Very Small,86,2014,"Monitoring, Routine Major (TCR)",45840,TCR,2013,2013,2014,N,N,Y,N
MN1590008,Trosky,Trosky,MN,Minnesota,CWS,Community,GW,Very Small,86,2014,Follow-up Or Routine LCR Tap M/R,46266,LCR,2014,,2014,N,N,Y,N
MN1590008,Trosky,Trosky,MN,Minnesota,CWS,Community,GW,Very Small,86,2013,Monitoring and Reporting (DBP),45884,St1 DBP,2013,2013,2014,N,N,Y,N
MN1590008,Trosky,Trosky,MN,Minnesota,CWS,Community,GW,Very Small,86,2013,"Monitoring, Routine Major (TCR)",45840,TCR,2013,2013,2014,N,N,Y,N
MN1590008,Trosky,Trosky,MN,Minnesota,CWS,Community,GW,Very Small,86,2013,Monitoring and Reporting (DBP),44535,St1 DBP,2012,2012,2013,N,N,Y,N
MN1590008,Trosky,Trosky,MN,Minnesota,CWS,Community,GW,Very Small,86,2013,"Monitoring, Routine Major (TCR)",44471,TCR,2012,2012,2013,N,N,Y,N
MN1590008,Trosky,Trosky,MN,Minnesota,CWS,Community,GW,Very Small,86,2012,Monitoring and Reporting (DBP),44535,St1 DBP,2012,2012,2013,N,N,Y,N
MN1590008,Trosky,Trosky,MN,Minnesota,CWS,Community,GW,Very Small,86,2012,"Monitoring, Routine Major (TCR)",44471,TCR,2012,2012,2013,N,N,Y,N
MN1590008,Trosky,Trosky,MN,Minnesota,CWS,Community,GW,Very Small,86,2011,Monitoring and Reporting (DBP),40510,St1 DBP,2010,2010,2011,N,N,Y,N
MN1590008,Trosky,Trosky,MN,Minnesota,CWS,Community,GW,Very Small,86,2011,Monitoring and Reporting (DBP),40511,St1 DBP,2010,2010,2011,N,N,Y,N
MN1590008,Trosky,Trosky,MN,Minnesota,CWS,Community,GW,Very Small,86,2011,"Monitoring, Routine Major (TCR)",39521,TCR,2010,2010,2011,N,N,Y,N
MN1590009,Woodstock,Woodstock,MN,Minnesota,CWS,Community,GW,Very Small,124,2013,CCR Complete Failure to Report,43455,CCR,2012,,2013,N,N,N,Y
MN1590009,Woodstock,Woodstock,MN,Minnesota,CWS,Community,GW,Very Small,124,2012,CCR Complete Failure to Report,43455,CCR,2012,,2013,N,N,N,Y
MN1740005,Medford,Medford,MN,Minnesota,CWS,Community,GW,Small,1200,2012,"MCL, Average",5705,Rads,2005,2012,2012,N,Y,N,N
MN1740005,Medford,Medford,MN,Minnesota,CWS,Community,GW,Small,1200,2011,"MCL, Average",5705,Rads,2005,2012,2012,N,Y,N,N
MN1740006,Lazy U Community,,MN,Minnesota,CWS,Community,GW,Very Small,426,2014,Monitoring and Reporting (DBP),47750,St1 DBP,2014,2014,2015,N,N,Y,N
MN1740006,Lazy U Community,,MN,Minnesota,CWS,Community,GW,Very Small,426,2014,"Monitoring, Routine Major (TCR)",47686,TCR,2014,2014,2015,N,N,Y,N
MN5620850,Tamarack Nature Center - Destination Dis,,MN,Minnesota,TNCWS,Non-Community,GW,Very Small,25,2015,"MCL, Monthly (TCR)",48983,TCR,2015,2015,,N,Y,N,N
MN1240008,Freeborn,Freeborn,MN,Minnesota,CWS,Community,GW,Very Small,297,2015,"MCL, Average",44780,Arsenic,2013,2014,,N,Y,N,N
MN1240008,Freeborn,Freeborn,MN,Minnesota,CWS,Community,GW,Very Small,297,2015,"MCL, Average",48245,Arsenic,2015,2015,,N,Y,N,N
MN1240008,Freeborn,Freeborn,MN,Minnesota,CWS,Community,GW,Very Small,297,2015,"MCL, Average",49018,Arsenic,2015,2015,,N,Y,N,N
MN1240008,Freeborn,Freeborn,MN,Minnesota,CWS,Community,GW,Very Small,297,2015,"MCL, Average",49019,Arsenic,2015,2015,,N,Y,N,N
MN1660015,Dundas,Dundas,MN,Minnesota,CWS,Community,GW,Small,1402,2012,"Monitoring, Routine Major (TCR)",42200,TCR,2012,2012,2012,N,N,Y,N
MN1560030,River and Woods Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,25,2015,"MCL, Average",44782,Arsenic,2013,2014,,N,Y,N,N
MN1560030,River and Woods Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,25,2015,"Monitoring, Routine Major (TCR)",48933,TCR,2015,2015,,N,N,Y,N
MN1600013,Winger,Winger,MN,Minnesota,CWS,Community,GW,Very Small,220,2014,"MCL, Average",47080,Arsenic,2014,2014,,N,Y,N,N
MN1700010,Mobile Manor Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,140,2015,Lead Consumer Notice,47943,LCR,2015,2025,,N,N,Y,N
MN1700011,"Shakopee Mobile Home Park, LLC",,MN,Minnesota,CWS,Community,GW,Very Small,220,2015,Lead Consumer Notice,47944,LCR,2015,2015,2015,N,N,Y,N
MN1300006,Isanti Estates,,MN,Minnesota,CWS,Community,GW,Very Small,267,2012,"Monitoring, Routine Major (TCR)",42473,TCR,2012,2012,2012,N,N,Y,N
MN1560017,New York Mills,New York Mills,MN,Minnesota,CWS,Community,GW,Small,1190,2011,Monitoring and Reporting (DBP),41334,St1 DBP,2011,2011,2011,N,N,Y,N
MN1560017,New York Mills,New York Mills,MN,Minnesota,CWS,Community,GW,Small,1190,2011,"Monitoring, Routine Minor (TCR)",41324,TCR,2011,2011,2011,N,N,Y,N
MN1430009,Stewart,Stewart,MN,Minnesota,CWS,Community,GW,Small,564,2013,"MCL, Average",35412,Arsenic,2008,2013,2013,N,Y,N,N
MN1430009,Stewart,Stewart,MN,Minnesota,CWS,Community,GW,Small,564,2012,"MCL, Average",35412,Arsenic,2008,2013,2013,N,Y,N,N
MN1430009,Stewart,Stewart,MN,Minnesota,CWS,Community,GW,Small,564,2011,"MCL, Average",35412,Arsenic,2008,2013,2013,N,Y,N,N
MN1460006,Northrop,Northrop,MN,Minnesota,CWS,Community,GW,Very Small,227,2014,Monitoring and Reporting (DBP),47744,St1 DBP,2014,2014,2015,N,N,Y,N
MN1460006,Northrop,Northrop,MN,Minnesota,CWS,Community,GW,Very Small,227,2014,"Monitoring, Routine Major (TCR)",47676,TCR,2014,2014,2015,N,N,Y,N
MN1630003,Red Lake Falls,Red Lake Falls,MN,Minnesota,CWS,Community,GW,Small,1429,2015,Monitoring and Reporting (DBP),47746,St1 DBP,2014,2014,2015,N,N,Y,N
MN1630003,Red Lake Falls,Red Lake Falls,MN,Minnesota,CWS,Community,GW,Small,1429,2015,"Monitoring, Routine Minor (TCR)",47678,TCR,2014,2014,2015,N,N,Y,N
MN1630003,Red Lake Falls,Red Lake Falls,MN,Minnesota,CWS,Community,GW,Small,1429,2015,Monitoring and Reporting (DBP),46294,St1 DBP,2014,2014,,N,N,Y,N
MN1510007,Iona,Iona,MN,Minnesota,CWS,Community,GW,Very Small,137,2015,Monitoring and Reporting (DBP),47918,St1 DBP,2015,2015,2015,N,N,Y,N
MN1680009,Timberline Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,130,2013,"Monitoring, Regular",44474,Nitrates,2012,2013,2013,N,N,Y,N
MN1680009,Timberline Mobile Home Park,,MN,Minnesota,CWS,Community,GW,Very Small,130,2012,"Monitoring, Regular",44474,Nitrates,2012,2013,2013,N,N,Y,N
MN1680013,"Cedar Bend Park, Inc.",,MN,Minnesota,CWS,Community,GW,Very Small,60,2014,"MCL, Acute (TCR)",46547,TCR,2014,2014,2014,Y,Y,N,N
MN1680013,"Cedar Bend Park, Inc.",,MN,Minnesota,CWS,Community,GW,Very Small,60,2012,Lead Consumer Notice,42055,LCR,2012,2012,2012,N,N,Y,N
MN1590005,Pipestone,Pipestone,MN,Minnesota,CWS,Community,GW,Medium,4317,2014,"MCL, Average",37444,Rads,2009,2014,,N,Y,N,N
MN1590005,Pipestone,Pipestone,MN,Minnesota,CWS,Community,GW,Medium,4317,2013,"MCL, Average",37444,Rads,2009,2014,,N,Y,N,N
MN1590005,Pipestone,Pipestone,MN,Minnesota,CWS,Community,GW,Medium,4317,2012,"MCL, Average",37444,Rads,2009,2014,,N,Y,N,N
MN1590005,Pipestone,Pipestone,MN,Minnesota,CWS,Community,GW,Medium,4317,2011,"MCL, Average",37444,Rads,2009,2014,,N,Y,N,N
MN1580001,Askov,Askov,MN,Minnesota,CWS,Community,GW,Very Small,376,2012,Lead Consumer Notice,42047,LCR,2012,2012,2012,N,N,Y,N
MN1730017,New Munich,New Munich,MN,Minnesota,CWS,Community,GW,Very Small,364,2015,Monitoring and Reporting (DBP),47749,St1 DBP,2014,2014,2015,N,N,Y,N
MN1730017,New Munich,New Munich,MN,Minnesota,CWS,Community,GW,Very Small,364,2015,"Monitoring, Routine Major (TCR)",47685,TCR,2014,2014,2015,N,N,Y,N
MN1580020,Willow River,Willow River,MN,Minnesota,CWS,Community,GW,Very Small,410,2012,Lead Consumer Notice,42094,LCR,2012,2012,2012,N,N,Y,N
MN1730063,Saint Augusta,St. Augusta,MN,Minnesota,CWS,Community,SW,Small,1400,2012,"MCL, Average",41780,St1 DBP,2011,2012,2012,N,Y,N,N
MN1730063,Saint Augusta,St. Augusta,MN,Minnesota,CWS,Community,SW,Small,1400,2011,"MCL, Average",41780,St1 DBP,2011,2012,2012,N,Y,N,N
MN1270071,El Presidente Apartments,,MN,Minnesota,CWS,Community,GW,Very Small,25,2015,Lead Consumer Notice,47933,LCR,2015,2015,2015,N,N,Y,N
